Type,Policy ID,Policy Name,Policy Category ID,Policy Category Name,Policy Target All Computers,Policy Target Computer ID,Policy Target Computer Name,Policy Target Group ID,Policy Target Group Name,Policy Target Group is Smart,Policy Exclusion Computer ID,Policy Exclusion Computer Name,Policy Exclusion Group id,Policy Exclusion Group Name,Policy Exclusion Group is Smart,Policy Package ID,Policy Package Name,Policy Package Category Name,Policy Package Filename,Policy Script ID,Policy Script Name,Policy Script Category Name,Policy Script Filename,Configuration Profile ID,Configuration Profile Name,Configuration Profile Category ID,Configuration Profile Category Name,Configuration Profile Target Computer ID,Configuration Profile Target Computer Name,Configuration Profile Target Group ID,Configuration Profile Target Group Name,Configuration Profile Target Group is Smart,Configuration Profile Exclusion Group id,Configuration Profile Exclusion Group Name,Configuration Profile Exclusion Group is Smart,Policy Scripts ID,Policy Scripts Name
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,14,Oracle Java 8 Runtime Environment Configuration (User),22,"""-Oracle""",,,,,,455,All Managed Clients - Developer,True,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,16,Screensaver Settings (Computer),2,"""-Apple""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,16,Screensaver Settings (Computer),2,"""-Apple""",,,36,Global-MacMD Computers,True,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,16,Screensaver Settings (Computer),2,"""-Apple""",,,,,,70,Static-ConfigProf-Screen Saver Settings Computer Exclusions,False,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,18,Microsoft OneDrive For Business Settings (Computer),21,"""-Microsoft""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,18,Microsoft OneDrive For Business Settings (Computer),21,"""-Microsoft""",,,36,Global-MacMD Computers,True,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,20,Gatekeeper Settings (Computer),2,"""-Apple""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,20,Gatekeeper Settings (Computer),2,"""-Apple""",,,36,Global-MacMD Computers,True,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,20,Gatekeeper Settings (Computer),2,"""-Apple""",,,,,,74,Static-ConfigProf-Gatekeeper Settings Computer Exclusions,False,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,25,App Store Settings (Computer),2,"""-Apple""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,25,App Store Settings (Computer),2,"""-Apple""",,,36,Global-MacMD Computers,True,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,25,App Store Settings (Computer),2,"""-Apple""",,,,,,109,Static-ConfigProf-App Store Settings Exclusions,False,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,25,App Store Settings (Computer),2,"""-Apple""",,,,,,321,Static-ConfigProf-Settings Developers Exclusions,False,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,25,App Store Settings (Computer),2,"""-Apple""",,,,,,540,Static-ConfigProf-TCS Developer Exclusion,False,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,25,App Store Settings (Computer),2,"""-Apple""",,,,,,331,Static-Global-MacOS Beta testers,False,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,26,Dock Settings (Computer),2,"""-Apple""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,26,Dock Settings (Computer),2,"""-Apple""",,,438,Global-MacMD Sierra & High Sierra Machines,True,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,26,Dock Settings (Computer),2,"""-Apple""",,,,,,112,Static-ConfigProf-Dock Settings Computer Exclusions,False,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,27,iCloud Settings (Computer),2,"""-Apple""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,27,iCloud Settings (Computer),2,"""-Apple""",,,36,Global-MacMD Computers,True,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,27,iCloud Settings (Computer),2,"""-Apple""",,,,,,2002,INBANWLX22516,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,27,iCloud Settings (Computer),2,"""-Apple""",,,,,,2214,INBGL1WLX47614,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,27,iCloud Settings (Computer),2,"""-Apple""",,,,,,94,Static-ConfigProf-iCloud Settings Computer Exclusions,False,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,27,iCloud Settings (Computer),2,"""-Apple""",,,,,,540,Static-ConfigProf-TCS Developer Exclusion,False,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,29,Google Chrome Settings with Extensions Allowed (Computer),12,"""-Google""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,29,Google Chrome Settings with Extensions Allowed (Computer),12,"""-Google""",,,113,Static-ConfigProf-Google Chrome Extensions Allowed Computers,False,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,29,Google Chrome Settings with Extensions Allowed (Computer),12,"""-Google""",,,,,,107,Static-ConfigProf-Google Chrome Settings Computer Exclusions,False,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,30,FileVault Recovery Key Redirection - Sierra(Computer),20,"""-MacMD""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,30,FileVault Recovery Key Redirection - Sierra(Computer),20,"""-MacMD""",,,139,ConfigProf-FileVault Recovery Key Redirection (Computer),True,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,31,Safari Settings (Computer),2,"""-Apple""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,31,Safari Settings (Computer),2,"""-Apple""",,,36,Global-MacMD Computers,True,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,31,Safari Settings (Computer),2,"""-Apple""",,,,,,92,Static-ConfigProf-Safari Settings Computer Exclusions,False,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,34,Apple Enterprise Connect Unbound (Computer),2,"""-Apple""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,34,Apple Enterprise Connect Unbound (Computer),2,"""-Apple""",,,124,ConfigProf-Apple Enterprise Connect Unbound (Computer),True,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,36,Approved Kernel Extensions (Computer),2,"""-Apple""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,36,Approved Kernel Extensions (Computer),2,"""-Apple""",,,133,ConfigProf-Approved Kernel Extensions (Computer),True,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,36,Approved Kernel Extensions (Computer),2,"""-Apple""",,,,,,2002,INBANWLX22516,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,36,Approved Kernel Extensions (Computer),2,"""-Apple""",,,,,,2177,DEFRARWLZ22866,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,36,Approved Kernel Extensions (Computer),2,"""-Apple""",,,,,,2214,INBGL1WLX47614,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,36,Approved Kernel Extensions (Computer),2,"""-Apple""",,,,,,561,(ITST Enrollment Tools - Smart Group) Global-MacMD Computers New Enrollment Process Computers,True,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,36,Approved Kernel Extensions (Computer),2,"""-Apple""",,,,,,400,Global-MacMD Big Sur Computers,True,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,38,FileVault Recovery Key Redirection - High Sierra (Computer),20,"""-MacMD""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,38,FileVault Recovery Key Redirection - High Sierra (Computer),20,"""-MacMD""",,,142,ConfigProf-FileVault Recovery Key Redirection High Sierra (Computer),True,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,43,Microsoft OneDrive For Business Standalone Settings (Computer),21,"""-Microsoft""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,43,Microsoft OneDrive For Business Standalone Settings (Computer),21,"""-Microsoft""",,,36,Global-MacMD Computers,True,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,43,Microsoft OneDrive For Business Standalone Settings (Computer),21,"""-Microsoft""",,,,,,539,Static- Microsoft OneDrive For Business Settings (Computer) Exclusion,False,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,54,quintiles-USADC-VSCAS04-SCA (Computer),20,"""-MacMD""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,54,quintiles-USADC-VSCAS04-SCA (Computer),20,"""-MacMD""",,,,,,455,All Managed Clients - Developer,True,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,61,quintiles-USADC-VSCAS01-SCA (Computer),20,"""-MacMD""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,61,quintiles-USADC-VSCAS01-SCA (Computer),20,"""-MacMD""",,,,,,455,All Managed Clients - Developer,True,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,62,quintiles-USADC-VSCAS02-SCA (Computer),20,"""-MacMD""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,62,quintiles-USADC-VSCAS02-SCA (Computer),20,"""-MacMD""",,,,,,455,All Managed Clients - Developer,True,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,63,Software Update Settings (Computer),2,"""-Apple""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,63,Software Update Settings (Computer),2,"""-Apple""",,,36,Global-MacMD Computers,True,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,63,Software Update Settings (Computer),2,"""-Apple""",,,,,,1058,CLVW3011169,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,63,Software Update Settings (Computer),2,"""-Apple""",,,,,,1967,USRTPWLY36405,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,63,Software Update Settings (Computer),2,"""-Apple""",,,,,,2002,INBANWLX22516,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,63,Software Update Settings (Computer),2,"""-Apple""",,,,,,2214,INBGL1WLX47614,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,63,Software Update Settings (Computer),2,"""-Apple""",,,,,,2406,INBGL3WLX22973,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,63,Software Update Settings (Computer),2,"""-Apple""",,,,,,400,Global-MacMD Big Sur Computers,True,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,63,Software Update Settings (Computer),2,"""-Apple""",,,,,,216,Static-ConfigProf-Software Update Settings Computer Exclusions,False,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,63,Software Update Settings (Computer),2,"""-Apple""",,,,,,331,Static-Global-MacOS Beta testers,False,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,67,System Preferences Pane Settings (Computer),2,"""-Apple""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,67,System Preferences Pane Settings (Computer),2,"""-Apple""",,,36,Global-MacMD Computers,True,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,67,System Preferences Pane Settings (Computer),2,"""-Apple""",,,,,,473,INBGL1WLX14330,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,67,System Preferences Pane Settings (Computer),2,"""-Apple""",,,,,,1566,CBGWMY15020,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,67,System Preferences Pane Settings (Computer),2,"""-Apple""",,,,,,1880,USKANWLY36886,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,67,System Preferences Pane Settings (Computer),2,"""-Apple""",,,,,,2002,INBANWLX22516,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,67,System Preferences Pane Settings (Computer),2,"""-Apple""",,,,,,2010,INBGL3WLX50079,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,67,System Preferences Pane Settings (Computer),2,"""-Apple""",,,,,,2214,INBGL1WLX47614,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,67,System Preferences Pane Settings (Computer),2,"""-Apple""",,,,,,236,Static-ConfigProf-System Preferences Pane Settings Computer Exclusions,False,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,67,System Preferences Pane Settings (Computer),2,"""-Apple""",,,,,,331,Static-Global-MacOS Beta testers,False,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,111,IQVIA Network Config Backup 22 JUlY 2021,13,"""-IQVIA""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,113,IQVIA Papercut Config,13,"""-IQVIA""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,113,IQVIA Papercut Config,13,"""-IQVIA""",,,36,Global-MacMD Computers,True,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,119,Jamf Processes - AppleEvent,15,"""-JAMF""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,119,Jamf Processes - AppleEvent,15,"""-JAMF""",,,339,Global-MacMD Catalina Computers,True,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,119,Jamf Processes - AppleEvent,15,"""-JAMF""",,,307,Global-MacMD Mojave Computers,True,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,129,Google Chrome Settings with Extensions Allowed (Computer) - backup 03APR2020,12,"""-Google""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,144,Google Chrome Settings (Computer) ,12,"""-Google""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,144,Google Chrome Settings (Computer) ,12,"""-Google""",,,36,Global-MacMD Computers,True,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,144,Google Chrome Settings (Computer) ,12,"""-Google""",,,,,,113,Static-ConfigProf-Google Chrome Extensions Allowed Computers,False,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,144,Google Chrome Settings (Computer) ,12,"""-Google""",,,,,,107,Static-ConfigProf-Google Chrome Settings Computer Exclusions,False,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,148,Apple Enterprise Connect Quintiles (Computer) ,2,"""-Apple""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,148,Apple Enterprise Connect Quintiles (Computer) ,2,"""-Apple""",,,55,ConfigProf-Apple Enterprise Connect Quintiles (Computer),True,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,148,Apple Enterprise Connect Quintiles (Computer) ,2,"""-Apple""",,,,,,428,ConfigProf-MacMD Catalina Computers above on Quintiles Domain,True,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,149,Apple Enterprise Connect Internal.IMSGlobal.com (Computer),2,"""-Apple""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,149,Apple Enterprise Connect Internal.IMSGlobal.com (Computer),2,"""-Apple""",,,15,ConfigProf-Apple Enterprise Connect Internal.IMSGlobal.com (Computer),True,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,149,Apple Enterprise Connect Internal.IMSGlobal.com (Computer),2,"""-Apple""",,,,,,1101,BTHWMAC3013074,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,149,Apple Enterprise Connect Internal.IMSGlobal.com (Computer),2,"""-Apple""",,,,,,2476,bgwwmy18737,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,149,Apple Enterprise Connect Internal.IMSGlobal.com (Computer),2,"""-Apple""",,,,,,2554,USWES1WLY16916,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,149,Apple Enterprise Connect Internal.IMSGlobal.com (Computer),2,"""-Apple""",,,,,,2583,USBET1WLY29050,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,149,Apple Enterprise Connect Internal.IMSGlobal.com (Computer),2,"""-Apple""",,,,,,427,Global-MacMD Catalina Computers above & on IMS Domain,True,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,167,PPPC config on Mojave and newer MacOS 3.0,13,"""-IQVIA""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,167,PPPC config on Mojave and newer MacOS 3.0,13,"""-IQVIA""",,,339,Global-MacMD Catalina Computers,True,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,167,PPPC config on Mojave and newer MacOS 3.0,13,"""-IQVIA""",,,307,Global-MacMD Mojave Computers,True,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,167,PPPC config on Mojave and newer MacOS 3.0,13,"""-IQVIA""",,,438,Global-MacMD Sierra & High Sierra Machines,True,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,167,PPPC config on Mojave and newer MacOS 3.0,13,"""-IQVIA""",,,,,,455,All Managed Clients - Developer,True,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,178,Apple Kerberos SSO Extension Quintiles.net (Computer),2,"""-Apple""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,178,Apple Kerberos SSO Extension Quintiles.net (Computer),2,"""-Apple""",,,428,ConfigProf-MacMD Catalina Computers above on Quintiles Domain,True,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,178,Apple Kerberos SSO Extension Quintiles.net (Computer),2,"""-Apple""",,,,,,440,USBOSWLY15747,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,178,Apple Kerberos SSO Extension Quintiles.net (Computer),2,"""-Apple""",,,,,,488,ConfigProf-MacMD Catalina Computers above on CORPORATE Domain,True,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,178,Apple Kerberos SSO Extension Quintiles.net (Computer),2,"""-Apple""",,,,,,487,ConfigProf-MacMD Catalina Computers above on INTERNAL Domain,True,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,178,Apple Kerberos SSO Extension Quintiles.net (Computer),2,"""-Apple""",,,,,,489,ConfigProf-MacMD Catalina Computers above on PHI Domain,True,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,181,Microsoft Edge Settings (Computer) ,21,"""-Microsoft""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,181,Microsoft Edge Settings (Computer) ,21,"""-Microsoft""",,,36,Global-MacMD Computers,True,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,181,Microsoft Edge Settings (Computer) ,21,"""-Microsoft""",,,,,,2010,INBGL3WLX50079,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,186,Microsoft AutoUpdate Managed Settings (Computer),21,"""-Microsoft""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,187,Apple Kerberos SSO Extension Internal.IMSGlobal.com (Computer),2,"""-Apple""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,187,Apple Kerberos SSO Extension Internal.IMSGlobal.com (Computer),2,"""-Apple""",,,487,ConfigProf-MacMD Catalina Computers above on INTERNAL Domain,True,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,187,Apple Kerberos SSO Extension Internal.IMSGlobal.com (Computer),2,"""-Apple""",,,,,,488,ConfigProf-MacMD Catalina Computers above on CORPORATE Domain,True,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,187,Apple Kerberos SSO Extension Internal.IMSGlobal.com (Computer),2,"""-Apple""",,,,,,489,ConfigProf-MacMD Catalina Computers above on PHI Domain,True,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,187,Apple Kerberos SSO Extension Internal.IMSGlobal.com (Computer),2,"""-Apple""",,,,,,428,ConfigProf-MacMD Catalina Computers above on Quintiles Domain,True,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,187,Apple Kerberos SSO Extension Internal.IMSGlobal.com (Computer),2,"""-Apple""",,,,,,375,Policy-Machine not AD Bound,True,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,188,Microsoft Auto Update & Install Settings ,21,"""-Microsoft""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,188,Microsoft Auto Update & Install Settings ,21,"""-Microsoft""",,,36,Global-MacMD Computers,True,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,208,Apple Kerberos SSO Extension PHI.IMSGlobal.com (Computer),2,"""-Apple""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,208,Apple Kerberos SSO Extension PHI.IMSGlobal.com (Computer),2,"""-Apple""",,,489,ConfigProf-MacMD Catalina Computers above on PHI Domain,True,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,208,Apple Kerberos SSO Extension PHI.IMSGlobal.com (Computer),2,"""-Apple""",,,,,,488,ConfigProf-MacMD Catalina Computers above on CORPORATE Domain,True,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,208,Apple Kerberos SSO Extension PHI.IMSGlobal.com (Computer),2,"""-Apple""",,,,,,487,ConfigProf-MacMD Catalina Computers above on INTERNAL Domain,True,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,208,Apple Kerberos SSO Extension PHI.IMSGlobal.com (Computer),2,"""-Apple""",,,,,,428,ConfigProf-MacMD Catalina Computers above on Quintiles Domain,True,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,213,Apple Kerberos SSO Extension Corporate.IMSGlobal.com (Computer),2,"""-Apple""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,213,Apple Kerberos SSO Extension Corporate.IMSGlobal.com (Computer),2,"""-Apple""",,,488,ConfigProf-MacMD Catalina Computers above on CORPORATE Domain,True,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,213,Apple Kerberos SSO Extension Corporate.IMSGlobal.com (Computer),2,"""-Apple""",,,,,,487,ConfigProf-MacMD Catalina Computers above on INTERNAL Domain,True,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,213,Apple Kerberos SSO Extension Corporate.IMSGlobal.com (Computer),2,"""-Apple""",,,,,,489,ConfigProf-MacMD Catalina Computers above on PHI Domain,True,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,213,Apple Kerberos SSO Extension Corporate.IMSGlobal.com (Computer),2,"""-Apple""",,,,,,428,ConfigProf-MacMD Catalina Computers above on Quintiles Domain,True,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,214,IQVIA Network Configs,13,"""-IQVIA""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,214,IQVIA Network Configs,13,"""-IQVIA""",,,36,Global-MacMD Computers,True,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,214,IQVIA Network Configs,13,"""-IQVIA""",,,,,,347,PL2WM3029492,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,214,IQVIA Network Configs,13,"""-IQVIA""",,,,,,957,BLRWX10543,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,214,IQVIA Network Configs,13,"""-IQVIA""",,,,,,1050,USRTPWLY14982,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,214,IQVIA Network Configs,13,"""-IQVIA""",,,,,,1791,USRTPWLY36195,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,214,IQVIA Network Configs,13,"""-IQVIA""",,,,,,1871,LNDWZ13909,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,214,IQVIA Network Configs,13,"""-IQVIA""",,,,,,1967,USRTPWLY36405,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,214,IQVIA Network Configs,13,"""-IQVIA""",,,,,,2365,INBANWLX14001,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,214,IQVIA Network Configs,13,"""-IQVIA""",,,,,,2476,bgwwmy18737,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,214,IQVIA Network Configs,13,"""-IQVIA""",,,,,,2843,INBGL3WLX14043,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,214,IQVIA Network Configs,13,"""-IQVIA""",,,,,,3229,USWES1WLY28155,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,214,IQVIA Network Configs,13,"""-IQVIA""",,,,,,3417,ESBAR1WLZ44076,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,214,IQVIA Network Configs,13,"""-IQVIA""",,,,,,3566,USBTP2WLY26197,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,214,IQVIA Network Configs,13,"""-IQVIA""",,,,,,561,(ITST Enrollment Tools - Smart Group) Global-MacMD Computers New Enrollment Process Computers,True,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,214,IQVIA Network Configs,13,"""-IQVIA""",,,,,,537,Policy-IQVIA Network Configs with ADCS Exclusion,True,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,214,IQVIA Network Configs,13,"""-IQVIA""",,,,,,534,Policy-Machines Removed From Domain,True,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,214,IQVIA Network Configs,13,"""-IQVIA""",,,,,,485,Static-ConfigPro-Network Profile,False,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,221,Microsoft Edge Settings (Computer)  Backup 13NOV2020,21,"""-Microsoft""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,222,Microsoft AutoUpdate Managed Settings (Computer) Backup 13NOV2020,21,"""-Microsoft""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,231,Microsoft Edge Settings (Computer)  Backup 17DEC2020,21,"""-Microsoft""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,237,Google Chrome Settings (Computer)  Backup 15th JAN 2020,12,"""-Google""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,241,USB/AirDrop Restriction Settings (Computer),2,"""-Apple""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,241,USB/AirDrop Restriction Settings (Computer),2,"""-Apple""",,,36,Global-MacMD Computers,True,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,241,USB/AirDrop Restriction Settings (Computer),2,"""-Apple""",,,,,,1967,USRTPWLY36405,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,241,USB/AirDrop Restriction Settings (Computer),2,"""-Apple""",,,,,,2214,INBGL1WLX47614,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,241,USB/AirDrop Restriction Settings (Computer),2,"""-Apple""",,,,,,3778,MXMEX5WL2MD6N,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,241,USB/AirDrop Restriction Settings (Computer),2,"""-Apple""",,,,,,540,Static-ConfigProf-TCS Developer Exclusion,False,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,241,USB/AirDrop Restriction Settings (Computer),2,"""-Apple""",,,,,,452,Static-ConfigProf-USB/AirDrop Config Computer Exclusions,False,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,244,Jamf Processes - AppleEvent - Developer,15,"""-JAMF""",,,,,,,,,,
